Flight Data File,,,,,,,,,,,,,,,,
Test ID (TID),42,,,,,,,,,,,,,,,
Vehicle ID (VID),QC16a,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
time,modeNumber,acc1,acc2,acc3,angRate1,angRate2,angRate3,batteryVolts,motorCmds1,motorCmds2,motorCmds3,motorCmds4,pos1,pos2,pos3,isBallFlag
2017::124:12:45:16.30,7,-0.3936,0.092178,0.016228,-0.1156,0.052488,-0.0048429,4,578.94,571.21,578.17,571.03,0.53361,0.26891,0.088509,1
2017::124:12:45:16.40,7,0.81616,1.4294,1.0622,-0.090031,0.02053,0.013267,4,564.63,585.05,564.63,584.35,0.52981,0.25884,0.088445,1
2017::124:12:45:16.50,7,0.34862,1.0764,1.7115,-0.064464,0.0088119,0.022854,4,557.63,590.07,555.58,590.06,0.52753,0.25197,0.084826,1
2017::124:12:45:16.60,7,0.30939,-0.047966,0.24582,0.0037125,-0.022081,0.011136,4,570.07,587.95,571.21,588.66,0.5275,0.25041,0.079458,1
2017::124:12:45:16.70,7,0.58065,0.38558,0.43997,0.0037125,0.031182,0.0015487,4,579.2,581.43,578.42,581.73,0.52531,0.24962,0.07552,1
2017::124:12:45:16.80,7,-0.37782,1.3134,1.2973,0.089999,0.023726,0.019658,4,563.65,592.52,562.55,592.04,0.52532,0.25004,0.070061,1
2017::124:12:45:16.90,7,0.80227,0.15327,0.44239,0.12515,-0.04019,0.0079403,4,572.56,583.45,571.81,582.73,0.52612,0.25307,0.060959,1
2017::124:12:45:17.00,7,-0.064015,0.24172,-0.02632,0.1177,-0.087062,-0.0016471,4,582.63,580.46,583.52,580.52,0.52779,0.25859,0.050041,1
2017::124:12:45:17.10,7,0.78353,0.11145,-0.24878,0.09426,-0.059365,-0.016561,4,594.87,569.22,595.75,570.49,0.52821,0.25906,0.044609,1
2017::124:12:45:17.20,7,0.7936,-0.33689,-0.30391,0.099586,0.02053,0.006875,4,578.02,588.94,579.16,588.3,0.52661,0.25832,0.042685,1
2017::124:12:45:17.30,7,-0.21022,0.7647,0.27809,0.042062,0.050357,0.010071,4,573.18,589.91,574.84,588.78,0.5263,0.25605,0.044535,1
2017::124:12:45:17.40,7,0.42124,1.0037,1.4899,-0.017593,0.087641,0.022854,4,562.22,597.07,562.8,595.65,0.52572,0.24731,0.052028,1
2017::124:12:45:17.50,7,-0.39315,1.9497,1.4533,-0.092161,0.066336,0.014332,4,567,590.17,567.8,588.54,0.52547,0.23879,0.057786,1
2017::124:12:45:17.60,7,-0.5316,0.54509,0.23611,-0.16673,0.026921,-0.0027124,4,579.57,575.54,578.48,575.03,0.5264,0.22677,0.063892,1
2017::124:12:45:17.70,7,0.037203,0.93,-0.60488,-0.15395,-0.031668,0.00048341,4,578.53,579.19,577.52,579.2,0.52801,0.19906,0.065167,1
2017::124:12:45:17.80,7,-1.1109,-0.68394,-0.086726,-0.13477,-0.076409,-0.018691,4,591.78,563.91,591.81,565.31,0.53155,0.1637,0.064883,1
2017::124:12:45:17.90,7,1.9069,-0.13751,2.6465,-0.06766,-0.01782,0.020723,4,562.88,594.13,562.75,593.32,0.53668,0.12607,0.066556,1
2017::124:12:45:18.00,7,-0.42703,-0.2338,1.2384,-0.10601,-0.027407,-0.0027124,4,579.58,575.46,579.65,575.88,0.5388,0.091352,0.065523,1
2017::124:12:45:18.10,7,0.077989,-1.8836,-0.90265,-0.099618,-0.022081,-0.015496,4,590.88,566.06,590.04,568.06,0.53932,0.066504,0.065981,1
2017::124:12:45:18.20,7,-0.5478,-0.050693,0.8433,0.011169,0.035444,0.0090055,4,572.61,585.59,571.92,585.99,0.54155,0.043811,0.068576,1
2017::124:12:45:18.30,7,0.57858,-0.68809,0.70193,0.099586,0.033313,0.021789,4,562.61,594.81,561.9,594.28,0.54381,0.029335,0.068947,1
2017::124:12:45:18.40,7,-0.15446,-0.64598,0.82648,0.12302,-0.0082323,0.006875,4,573.42,583.63,573.43,583.24,0.54477,0.020991,0.0691,1
2017::124:12:45:18.50,7,0.95545,0.49081,1.8851,0.15072,0.0024203,0.022854,4,561.4,596.23,562.34,595.4,0.54515,0.012604,0.069174,1
2017::124:12:45:18.60,7,0.6502,-0.032833,1.2433,0.12728,0.029052,0.019658,4,561.13,589.81,560.62,589.32,0.54573,0.008412,0.069249,1
2017::124:12:45:18.70,7,-1.0201,-0.53254,-0.36377,0.1145,0.0088119,-0.00058185,4,577.19,576.95,578.39,576.73,0.54496,0.0062968,0.071278,1
2017::124:12:45:18.80,7,1.8903,0.15666,0.81923,0.067628,0.030117,0.0047445,4,573.83,583.02,575.48,581.85,0.54361,0.0020936,0.071125,1
2017::124:12:45:18.90,7,0.057958,-0.53328,-0.64194,-0.055942,0.034378,-0.016561,4,590.93,566.24,590.68,566.26,0.54438,-0.0041892,0.075435,1
2017::124:12:45:19.00,7,-1.0441,-0.23848,0.4185,-0.082574,0.0056161,-0.027213,4,599.29,558.91,599.24,559.75,0.54534,-0.0083939,0.075549,1
2017::124:12:45:19.10,7,-0.14462,0.32611,-0.66433,-0.079378,0.0034856,-0.020822,4,594.14,562.54,593.24,562.85,0.54631,-0.012614,0.075659,1
2017::124:12:45:19.20,7,-0.39142,-0.16373,-1.3063,-0.06553,-0.028472,-0.0123,4,588.28,570.06,588.24,570.36,0.54905,-0.0148,0.073865,1
2017::124:12:45:19.30,7,-1.0879,-0.53237,0.39195,-0.066595,-0.047647,-0.011234,4,587.18,569.77,586.2,570.67,0.55224,-0.014896,0.072108,1
2017::124:12:45:19.40,7,-0.29036,-0.14836,-1.3773,-0.023984,-0.071083,-0.015496,4,590.42,566.07,589.47,567.61,0.58044,-0.013457,0.070895,1
2017::124:12:45:19.50,7,-0.9645,-1.4125,-0.21292,0.061237,-0.068952,-0.0069734,4,581.63,569.89,579.59,569.11,0.61903,-0.0096044,0.065454,1
2017::124:12:45:19.60,7,-0.90542,-1.1653,-0.26097,0.063367,-0.2085,-0.029344,4,600.49,555.84,599.87,556.14,0.65056,-0.002533,0.050612,1
2017::124:12:45:19.70,7,-0.040405,-0.3217,-0.60967,0.10065,-0.22981,0.0036792,4,575.9,581.14,576.29,581.23,0.68102,0.0026592,0.033948,1
2017::124:12:45:19.80,7,0.52977,-0.27398,-0.23269,0.097456,-0.19785,-0.0080387,4,589.52,576.64,590.36,578.48,0.70841,0.0083125,0.021084,1
2017::124:12:45:19.90,7,1.7847,-0.37775,0.28079,0.14646,-0.061496,0.017528,4,571.98,597.92,573.81,598.37,0.72508,0.011352,0.021352,1
2017::124:12:45:20.00,7,1.4109,-0.21062,-0.23069,0.11983,0.052488,0.0036792,4,581.94,587.16,583.97,588.75,0.73267,0.011469,0.032948,1
2017::124:12:45:20.10,7,0.72782,-0.083557,-0.22799,0.061237,0.19417,-0.0080387,4,583.7,573.34,585.78,572.42,0.73219,0.0057219,0.055869,1
2017::124:12:45:20.20,7,1.7303,2.3261,1.9707,-0.010136,0.2698,0.032441,4,547.2,597.41,547.74,594.55,0.73123,-0.0028508,0.075849,1
2017::124:12:45:20.30,7,0.74393,1.3644,1.8966,-0.13264,0.18884,0.015397,4,555.76,579.96,556.04,577.78,0.72602,-0.016945,0.089554,1
2017::124:12:45:20.40,7,-0.89054,0.0020067,0.46963,-0.21573,0.10682,-0.0027124,4,568.7,564.86,568.56,563.89,0.72186,-0.036284,0.12004,1
2017::124:12:45:20.50,7,-0.51661,0.36895,-0.27822,-0.22212,0.065271,0.014332,4,553.54,574.23,552.34,573.57,0.71735,-0.052367,0.14435,1
2017::124:12:45:20.60,7,-0.21028,-0.13149,0.29868,-0.18484,-0.0082323,-0.0016471,4,558.54,553.87,556.4,554.67,0.71608,-0.068453,0.16055,1
2017::124:12:45:20.70,7,-0.32322,-0.46021,0.82603,-0.070856,-0.046582,0.0079403,4,552.46,562.26,550.64,563.42,0.71259,-0.078804,0.16784,1
2017::124:12:45:20.80,7,-0.94852,-1.7311,1.1282,0.03354,-0.09878,-0.018691,4,579.22,549.33,577.67,551.08,0.71394,-0.08168,0.16808,1
2017::124:12:45:20.90,7,0.12802,-1.225,-0.71834,0.16457,-0.099845,0.0047445,4,566.52,573.99,566.97,574.34,0.71039,-0.081403,0.16175,1
2017::124:12:45:21.00,7,-0.043594,-1.1781,-1.1384,0.17522,-0.083866,-0.013365,4,581.81,561.72,583.36,562.91,0.70389,-0.078014,0.15766,1
2017::124:12:45:21.10,7,0.19354,0.38566,0.39168,0.13794,-0.0018407,-0.011234,4,579.74,563.64,581.12,564.21,0.69925,-0.07475,0.15944,1
2017::124:12:45:21.20,7,1.1339,0.43915,1.3024,0.10917,0.10256,0.013267,4,562.24,584.11,564.2,583.11,0.68828,-0.076038,0.1623,1
2017::124:12:45:21.30,7,-0.76576,0.042586,-0.11709,-0.02505,0.11108,-0.019757,4,589.18,560.73,589.62,559.65,0.67597,-0.079642,0.16459,1
2017::124:12:45:21.40,7,0.53461,1.746,2.0524,-0.02718,0.11427,0.037768,4,542.18,599.45,542.51,597.53,0.66754,-0.086304,0.15979,1
2017::124:12:45:21.50,7,-0.26071,0.58001,1.2375,-0.099618,0.048227,0.0047445,4,569.6,576.51,569.04,575.56,0.65838,-0.095342,0.14971,1
2017::124:12:45:21.60,7,-0.49009,0.56716,0.79856,-0.12945,-0.01995,-0.0037776,4,578.22,572.77,578.29,572.09,0.65223,-0.10487,0.13296,1
2017::124:12:45:21.70,7,0.37086,0.85521,1.8744,-0.1369,-0.032733,0.022854,4,566.33,601.74,566.47,601.02,0.64853,-0.10962,0.11962,1
2017::124:12:45:21.80,7,0.95305,0.47943,0.066884,-0.11453,-0.031668,0.014332,4,575.42,595.84,573.72,597.07,0.64198,-0.11378,0.10601,1
2017::124:12:45:21.90,7,2.0117,0.67156,1.4299,0.044193,0.0088119,0.038833,4,555.79,614.43,555.38,614.35,0.63844,-0.11087,0.098187,1
2017::124:12:45:22.00,7,0.086945,0.051174,0.06965,0.099586,0.015204,0.011136,4,576.86,593.18,575.82,593.4,0.63345,-0.10509,0.097596,1
2017::124:12:45:22.10,7,0.95271,1.1865,-0.16983,0.17309,-0.0018407,0.024984,4,563,600.63,562.89,600.23,0.62886,-0.094598,0.097166,1
2017::124:12:45:22.20,7,-0.28707,-0.35553,0.088897,0.16137,-0.007167,0.0058097,4,572.67,582.45,573.9,582.1,0.62203,-0.083944,0.096391,1
2017::124:12:45:22.30,7,-0.40484,0.14917,0.2709,0.092129,0.010942,-0.0048429,4,579.2,573.12,580.67,573.07,0.61432,-0.075722,0.097794,1
2017::124:12:45:22.40,7,0.032055,0.13631,0.56538,0.043127,0.067401,0.012201,4,567.68,586.79,567.99,585.71,0.60907,-0.067976,0.0995,1
2017::124:12:45:22.50,7,-0.10586,1.553,1.377,-0.017593,0.047161,-0.0016471,4,579.96,577.63,580.49,577.35,0.60184,-0.06016,0.10085,1
2017::124:12:45:22.60,7,-0.76147,-0.36901,-1.4522,-0.066595,0.029052,-0.017626,4,591.06,564.12,590.26,563.88,0.59897,-0.057525,0.10276,1
2017::124:12:45:22.70,7,-1.0738,-0.23621,-1.3663,-0.069791,-0.023146,-0.0048429,4,580.08,572.72,579.42,572.17,0.58003,-0.053451,0.097514,1
2017::124:12:45:22.80,7,1.056,-0.35422,-0.10341,-0.06766,-0.073213,-0.0027124,4,575.6,569.67,575.01,571.47,0.54386,-0.050029,0.089762,1
2017::124:12:45:22.90,7,-0.3331,0.63994,0.65629,0.043127,0.016269,0.019658,4,562.79,591.98,564.49,593.02,0.51214,-0.044986,0.088907,1
2017::124:12:45:23.00,7,-0.51257,-0.25,-0.22554,0.017561,0.10042,-0.020822,4,593.45,561.31,593.98,562.98,0.47606,-0.039823,0.086805,1
2017::124:12:45:23.10,7,-1.494,-0.32811,0.7437,0.025018,0.17393,-0.0080387,4,583.28,571.95,583.71,571.75,0.44349,-0.035575,0.057564,1
2017::124:12:45:23.20,7,-0.81986,0.50886,-0.28561,0.0069083,0.15688,0.00048341,4,585.11,586.83,585.06,584.97,0.41965,-0.032138,0.029243,1
2017::124:12:45:23.30,7,-0.16543,-0.61137,-0.83329,-0.061269,0.070597,-0.0059082,4,593.44,585.78,593.71,584.38,0.39828,-0.028917,-0.0021466,1
2017::124:12:45:23.40,7,-0.71763,1.2625,-0.44317,-0.098553,0.012008,0.006875,4,589.17,600.16,588.43,598.91,0.38381,-0.023274,-0.032382,1
2017::124:12:45:23.50,7,-1.3418,0.83199,-1.0013,-0.094292,-0.079605,-0.0016471,4,597.01,594.12,596.06,593.87,0.37605,-0.018321,-0.05584,1
2017::124:12:45:23.60,7,-2.48,-1.3764,-0.27283,-0.088966,-0.16589,-0.030409,4,620.14,574.32,619.59,575.64,0.37098,-0.0095957,-0.077563,1
2017::124:12:45:23.70,7,-1.0333,-0.2241,-1.0667,-0.018658,-0.1563,-0.0027124,4,599.17,594.63,598.51,595.3,0.36903,0.002696,-0.092563,1
2017::124:12:45:23.80,7,-0.36558,-0.53477,-0.39903,0.075085,-0.14246,0.006875,4,588.77,598.21,588.47,599.31,0.36861,0.013404,-0.097966,1
2017::124:12:45:23.90,7,0.79751,-0.5228,-0.37354,0.12835,-0.08067,0.00048341,4,591.88,592.95,592.66,594.46,0.36981,0.026931,-0.096674,1
2017::124:12:45:24.00,7,-0.0074285,0.12513,-1.0583,0.18161,0.014138,0.00048341,4,587.8,587.96,587.97,587.8,0.37181,0.042256,-0.08837,1
2017::124:12:45:24.10,7,0.23107,0.7438,0.61812,0.17735,0.027987,-0.0027124,4,583.18,579.29,584.05,578.6,0.37268,0.053669,-0.078359,1
2017::124:12:45:24.20,7,0.33757,0.97575,-0.088647,0.077216,0.047161,-0.00058185,4,581.69,581.53,582.45,580.09,0.37505,0.065695,-0.064429,1
2017::124:12:45:24.30,7,0.47793,1.2172,0.60797,-0.039963,0.021595,-0.0080387,4,585.77,575.14,586.6,574.03,0.37741,0.075136,-0.050504,1
2017::124:12:45:24.40,7,-0.47423,0.10752,0.16693,-0.098553,-0.0061018,-0.0059082,4,580.42,571.86,581.04,572.16,0.38029,0.080469,-0.038105,1
2017::124:12:45:24.50,7,-0.8452,0.48158,1.0196,-0.12092,-0.026342,-0.021887,4,592.56,559.48,592.25,559.91,0.38447,0.083207,-0.02575,1
2017::124:12:45:24.60,7,-1.3089,0.80833,0.0019445,-0.1156,-0.047647,-0.019757,4,589.08,558.24,587.9,559.33,0.38915,0.084481,-0.016071,1
2017::124:12:45:24.70,7,0.51785,0.22832,0.28983,-0.022919,-0.054039,0.0026139,4,570.8,573.3,569.97,573.42,0.39454,0.085804,-0.010573,1
2017::124:12:45:24.80,7,-0.18399,1.5849,0.83855,0.028214,-0.042321,0.024984,4,554.9,591.66,554.64,591.23,0.40063,0.085719,-0.0064416,1
2017::124:12:45:24.90,7,-1.1875,-0.99732,-0.40697,-0.020789,-0.089192,-0.029344,4,594.45,548.89,593.96,550.32,0.40534,0.085245,-0.0051448,1
2017::124:12:45:25.00,7,-0.078654,0.86841,0.038084,0.030344,-0.049778,0.0036792,4,572.96,578.74,573.81,579.27,0.40897,0.084496,-0.0037703,1
2017::124:12:45:25.10,7,-0.3738,-0.58205,-0.10356,-0.02505,0.010942,-0.0123,4,589.39,572.26,590.83,573.33,0.41149,0.083507,0.0022938,1
2017::124:12:45:25.20,7,0.38877,0.03024,-0.44303,-0.023984,0.1196,0.017528,4,567.87,595.49,568.15,594.93,0.41237,0.082132,0.011546,1
2017::124:12:45:25.30,7,0.36106,-0.94554,-0.37105,-0.036768,0.10788,-0.0048429,4,579.85,572.33,579.02,572.44,0.41294,0.080646,0.019297,1
2017::124:12:45:25.40,7,-1.0137,1.4,0.53797,-0.0080054,0.075924,-0.009104,4,581.28,569.18,581.25,568.1,0.4149,0.079418,0.025584,1
2017::124:12:45:25.50,7,0.96487,0.65393,1.423,-0.039963,0.026921,-0.0027124,4,577.76,573.89,576.58,572.54,0.41941,0.077099,0.027365,1
2017::124:12:45:25.60,7,-0.72172,0.66493,-0.15745,-0.020789,-0.041256,0.018593,4,564.37,592.09,563.7,591.11,0.42468,0.076514,0.024406,1
2017::124:12:45:25.70,7,0.1738,-0.60731,-0.28306,-0.059138,-0.11902,-0.013365,4,588.69,568.45,588.47,568.55,0.43249,0.078011,0.021421,1
2017::124:12:45:25.80,7,-1.4229,-0.73077,-0.39489,-0.032507,-0.13819,-0.013365,4,589.11,567.68,588.74,569.97,0.43909,0.079281,0.016631,1
2017::124:12:45:25.90,7,1.4116,0.87294,0.3087,0.10172,-0.063626,0.015397,4,567.99,590.93,568.48,591.65,0.44408,0.08194,0.013352,1
2017::124:12:45:26.00,7,1.9903,1.7613,0.71986,0.17735,0.030117,0.04842,4,544.72,618.23,545.57,617.08,0.44779,0.0861,0.013376,1
2017::124:12:45:26.10,7,-0.5232,-0.50425,-0.091913,0.10065,0.018399,-0.0123,4,589.15,572.06,590.79,572.21,0.44936,0.088136,0.016772,1
2017::124:12:45:26.20,7,1.0576,0.81922,1.0798,0.077216,0.099359,0.024984,4,559.64,598.05,560.74,596.97,0.4499,0.089952,0.021857,1
2017::124:12:45:26.30,7,-1.1777,0.15898,-0.085967,-0.018658,0.10362,-0.0037776,4,579.86,575.42,580.66,574.72,0.4498,0.088135,0.030338,1
2017::124:12:45:26.40,7,0.34666,-0.6916,-0.11275,-0.084704,0.094033,0.00048341,4,577.33,579.3,577.22,577.79,0.44855,0.084356,0.03708,1
2017::124:12:45:26.50,7,-0.50875,0.93854,-0.058534,-0.14223,0.033313,-0.010169,4,584.68,569.16,584.05,569.35,0.45035,0.07948,0.040661,1
2017::124:12:45:26.60,7,-1.5572,-0.55669,-1.2542,-0.14756,0.0013551,-0.021887,4,594.26,560.83,593.11,561.5,0.45314,0.074733,0.044361,1
2017::124:12:45:26.70,7,0.13203,-1.4486,0.1806,-0.074052,-0.033799,-0.00058185,4,577,575.18,575.31,575.32,0.45798,0.073833,0.043029,1
2017::124:12:45:26.80,7,0.28495,0.57752,0.49993,-0.0016139,-0.071083,0.0026139,4,575.31,578.47,574.52,579.21,0.46368,0.073035,0.041719,1
2017::124:12:45:26.90,7,-1.1563,-0.73879,0.59403,0.048454,-0.064691,-0.00058185,4,578.38,577.03,577.74,577.31,0.46948,0.075837,0.038545,1
2017::124:12:45:27.00,7,-0.17133,-1.3082,0.05774,0.075085,-0.087062,-0.01443,4,591.55,569.64,591.16,571.07,0.47565,0.080577,0.035285,1
2017::124:12:45:27.10,7,0.71416,0.17874,0.92452,0.15924,-0.04019,0.010071,4,574.91,590.54,576.21,590.14,0.47974,0.085014,0.033656,1
2017::124:12:45:27.20,7,0.23028,0.83106,-0.58702,0.063367,-0.007167,-0.018691,4,596.94,569.98,598.46,570.5,0.48355,0.089383,0.039314,1
2017::124:12:45:27.30,7,-1.0119,-0.15628,1.1401,0.032475,0.058879,-0.0037776,4,581.86,576.07,582.52,576.73,0.48505,0.093269,0.04854,1
2017::124:12:45:27.40,7,0.76886,-0.036313,0.29967,0.034605,0.094033,0.0036792,4,572.18,578.12,572.61,577.16,0.48534,0.09319,0.05591,1
2017::124:12:45:27.50,7,0.31483,1.232,0.59609,-0.023984,0.08125,0.0058097,4,571.42,580.85,571.35,579.78,0.4878,0.091651,0.063578,1
2017::124:12:45:27.60,7,-0.44941,0.21273,-0.075198,-0.084704,0.0056161,-0.018691,4,587.36,558.93,586.75,558.5,0.49027,0.088333,0.065802,1
2017::124:12:45:27.70,7,0.60444,1.3165,0.72972,-0.082574,-0.039125,0.011136,4,564.34,581.22,564.64,580.33,0.49404,0.083395,0.06449,1
2017::124:12:45:27.80,7,-0.32949,-0.5288,0.12435,-0.11986,-0.071083,-0.011234,4,586.12,568.75,585.66,569.66,0.49847,0.078539,0.059409,1
2017::124:12:45:27.90,7,-0.53957,-0.532,-1.1063,-0.079378,-0.070018,-0.01443,4,590.6,568.26,590.14,569.57,0.50516,0.077757,0.056275,1
2017::124:12:45:28.00,7,-0.30103,-0.03984,-0.36138,-0.019723,-0.051908,-0.013365,4,588.38,567.26,588,568.86,0.50807,0.076297,0.054641,1
2017::124:12:45:28.10,7,0.24911,-1.4782,0.12954,0.038866,-0.010363,-0.017626,4,589.77,561.78,589.11,563.26,0.51151,0.078833,0.052974,1
2017::124:12:45:28.20,7,-0.26412,-1.2599,-0.016501,0.11876,0.0088119,-0.0027124,4,578.31,573.7,578.63,573.79,0.51518,0.081436,0.051301,1
2017::124:12:45:28.30,7,-0.87507,0.043614,0.12004,0.1145,0.033313,0.0047445,4,574.1,581.39,574.29,580.43,0.51615,0.081623,0.049412,1
2017::124:12:45:28.40,7,0.12348,0.22961,-0.56732,0.065498,-0.01782,-0.009104,4,582.86,569.16,583.3,568.12,0.51745,0.081886,0.045563,1
2017::124:12:45:28.50,7,0.76804,-0.52933,1.0541,-0.0048097,-0.028472,0.0015487,4,577.08,580.4,578.43,580.06,0.51875,0.078159,0.039751,1
2017::124:12:45:28.60,7,0.8789,0.88658,0.67563,-0.055942,0.012008,0.010071,4,572.73,589.09,573.35,587.91,0.51958,0.076298,0.037831,1
2017::124:12:45:28.70,7,0.36764,0.65559,1.102,-0.11134,0.019465,0.0015487,4,580.15,583.28,580.56,583.14,0.52091,0.070462,0.037953,1
2017::124:12:45:28.80,7,-0.16325,0.25773,-0.021312,-0.13264,0.013073,-0.011234,4,589.84,572.91,589.34,574.04,0.51991,0.064278,0.039938,1
2017::124:12:45:28.90,7,0.20169,-0.68798,1.557,-0.069791,0.02053,-0.0059082,4,586.29,577.94,586.23,578.62,0.52041,0.062332,0.039983,1
2017::124:12:45:29.00,7,0.20453,0.64807,0.18213,0.005843,0.046096,0.012201,4,570.29,587.1,568.65,587.23,0.52124,0.060407,0.042051,1
2017::124:12:45:29.10,7,-0.79826,-1.7194,0.35909,0.030344,-0.00077546,-0.016561,4,593.32,569.15,593.59,569.75,0.52209,0.060493,0.044111,1
2017::124:12:45:29.20,7,-0.23184,0.28732,0.057179,0.058041,0.031182,0.0079403,4,571.29,583.01,570.61,582.63,0.5226,0.062555,0.046137,1
2017::124:12:45:29.30,7,-0.85796,-0.77487,-1.538,0.052715,-0.039125,-0.024018,4,594.05,557,593.52,557.94,0.52533,0.064923,0.046315,1
2017::124:12:45:29.40,7,-1.0574,1.5241,-1.1066,0.079346,-0.039125,-0.0027124,4,578.7,574.2,578.46,573.7,0.50002,0.038545,0.044669,1
2017::124:12:45:29.50,7,-0.094626,-0.1241,-0.39264,0.012235,-0.048712,-0.0048429,4,581.4,577.09,585.74,577.02,0.47438,0.012766,0.044739,1
2017::124:12:45:29.60,7,-0.28933,0.15116,-0.91487,-0.1369,0.13877,0.0079403,4,573.99,588.1,576.67,587.34,0.44439,-0.020389,0.054366,1
2017::124:12:45:29.70,7,0.43823,1.0864,0.53827,-0.23171,0.25063,0.02818,4,557.09,599.97,556.72,598.73,0.41463,-0.053512,0.063512,1
2017::124:12:45:29.80,7,-1.9016,-2.5404,-1.0984,-0.28817,0.15901,-0.03467,4,603.26,550.67,601.29,551.35,0.39363,-0.075869,0.064513,1
2017::124:12:45:29.90,7,-0.87348,0.33876,-0.45951,-0.16247,0.08338,0.0026139,4,573.21,575.46,570.24,574.98,0.37529,-0.096192,0.061039,1
2017::124:12:45:30.00,7,-2.4853,-2.8638,-1.6349,-0.092161,-0.08067,-0.028279,4,599.18,555.38,597.28,556.92,0.36479,-0.10875,0.052326,1
2017::124:12:45:30.09,7,-1.8181,-1.8598,-0.087271,0.064433,-0.12222,-0.0016471,4,581.09,576.81,578.93,577.22,0.3605,-0.11037,0.045185,1
2017::124:12:45:30.20,7,-0.79557,-1.3551,0.40887,0.15711,-0.18081,-0.009104,4,587.49,573.38,587.67,574.31,0.36042,-0.10511,0.038796,1
2017::124:12:45:30.29,7,-0.17557,-0.4015,1.1948,0.1912,-0.12328,0.006875,4,577.64,587.85,577.61,588.59,0.36181,-0.094662,0.035189,1
2017::124:12:45:30.40,7,1.0279,-0.065123,1.707,0.24127,-0.079605,0.018593,4,567.83,594.84,567.76,594.39,0.36442,-0.081801,0.011349,1
2017::124:12:45:30.50,7,0.91684,0.30719,-0.1196,0.24127,-0.052973,0.016462,4,572.85,600.1,575.85,599.8,0.36612,-0.066617,-0.020096,1
2017::124:12:45:30.59,7,0.84268,-0.12645,-0.41648,0.13474,0.012008,-0.0080387,4,602.07,590.95,602.4,590.49,0.36846,-0.052625,-0.045463,1
2017::124:12:45:30.70,7,-0.48742,1.2306,-0.74464,0.086803,0.0088119,-0.0080387,4,601.82,590.25,603.08,590.02,0.3696,-0.044114,-0.061185,1
2017::124:12:45:30.79,7,-1.4671,1.1543,0.031227,0.020757,0.043966,0.013267,4,585.74,605.65,586.21,603.61,0.37183,-0.035826,-0.073106,1
2017::124:12:45:30.90,7,1.1382,1.0584,-0.19413,-0.075117,0.017334,0.011136,4,584.98,603.44,586.13,602.42,0.37386,-0.030347,-0.080809,1
2017::124:12:45:31.00,7,-0.69517,0.0012824,0.77341,-0.12838,0.033313,0.0047445,4,588.41,595.21,587.73,594.96,0.37593,-0.027749,-0.081401,1
2017::124:12:45:31.09,7,-1.2081,-0.43883,-0.20382,-0.08577,-0.011428,0.00048341,4,588.32,586.59,586.54,587.15,0.37877,-0.025222,-0.079306,1
2017::124:12:45:31.20,7,-1.1384,-1.3297,-0.61314,-0.036768,-0.071083,-0.016561,4,594.34,568.85,595.16,569.96,0.38231,-0.022704,-0.075871,1
2017::124:12:45:31.29,7,0.30098,0.22431,0.46959,0.005843,0.02266,0.023919,4,563.14,598.97,563.42,598.33,0.38531,-0.020101,-0.070751,1
2017::124:12:45:31.40,7,-0.26982,0.11959,-0.49089,-0.0037444,0.013073,-0.00058185,4,580.72,579.45,580.56,579.93,0.38946,-0.017509,-0.06279,1
2017::124:12:45:31.50,7,0.68078,1.3725,0.44784,0.026083,0.048227,0.022854,4,564.1,599.22,564.25,597.76,0.39369,-0.01334,-0.054641,1
2017::124:12:45:31.59,7,-0.21853,0.23723,-0.75219,-0.029311,0.0034856,0.00048341,4,579.02,579.55,578.7,579.25,0.39764,-0.010519,-0.047743,1
2017::124:12:45:31.70,7,-0.67414,0.44392,0.77829,-0.011201,-0.014624,0.0079403,4,571,581.59,570.26,581.69,0.40313,-0.0061121,-0.042431,1
2017::124:12:45:31.79,7,-0.39798,-0.44092,0.31634,0.029279,-0.034864,0.0058097,4,571.28,578.37,570.27,578.53,0.40833,0,-0.036896,1
2017::124:12:45:31.90,7,-1.6075,-1.2973,-0.4117,0.020757,-0.063626,-0.031475,4,603.84,556.81,604.58,558.53,0.41269,0.0047145,-0.032678,1
2017::124:12:45:32.00,7,-0.0066412,0.39991,-1.5661,0.023952,-0.007167,-0.024018,4,598.35,563.03,598.83,563.36,0.41855,0.01119,-0.023678,1
2017::124:12:45:32.09,7,-0.40176,-0.9822,-0.33512,-0.0058749,0.0088119,-0.0069734,4,586.02,576.7,586.47,576.8,0.42301,0.016189,-0.015936,1
2017::124:12:45:32.20,7,-1.0272,-1.0302,-0.45016,-0.041029,0.0066814,-0.020822,4,594.57,563.36,594.41,564.37,0.42789,0.021328,-0.006397,1
2017::124:12:45:32.29,7,-1.2085,-0.26985,-0.37365,-0.041029,0.013073,-0.015496,4,589.72,566.48,589.37,566.67,0.43183,0.026522,0.0033824,1
2017::124:12:45:32.40,7,0.021037,0.48929,1.1543,0.021822,0.0066814,0.023919,4,557.63,593.28,557.34,592.42,0.43782,0.031957,0.01,1
2017::124:12:45:32.50,7,0.30631,1.2268,1.7676,0.042062,-0.0050365,0.020723,4,560.2,590.68,559.59,589.74,0.44297,0.035753,0.01509,1
