Flight Data File,,,,,,,,,,,,,,,,
Test ID (TID),42,,,,,,,,,,,,,,,
Vehicle ID (VID),QC16a,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
time,modeNumber,acc1,acc2,acc3,angRate1,angRate2,angRate3,batteryVolts,motorCmds1,motorCmds2,motorCmds3,motorCmds4,pos1,pos2,pos3,isBallFlag
2017::124:12:45:32.59,7,-0.015711,-0.32444,1.0014,0.042062,-0.04019,0.0047445,4,571.5,577.53,570.76,576.95,0.44884,0.041422,0.018591,1
2017::124:12:45:32.70,7,0.86106,0.84469,2.06,0.065498,-0.041256,0.021789,4,560.51,594.3,562.06,594.05,0.47202,0.063667,0.020811,1
2017::124:12:45:32.80,7,-0.4382,-1.33,-1.0465,0.0015819,-0.0092976,-0.020822,4,596.87,565.99,596.68,566.96,0.50496,0.095607,0.025322,1
2017::124:12:45:32.90,7,-0.42965,0.86164,-0.41892,0.068694,-0.011428,-0.0059082,4,584.35,574.34,581.77,574.14,0.54135,0.13005,0.02629,1
2017::124:12:45:33.00,7,-0.067487,-0.33545,0.39019,0.13048,-0.14565,-0.0123,4,587.69,568.91,586.96,568.59,0.57766,0.16383,0.022923,1
2017::124:12:45:33.09,7,0.35882,0.71779,-0.29768,0.15924,-0.17441,0.014332,4,570.63,591.84,570.86,592.06,0.60744,0.19124,0.041475,1
2017::124:12:45:33.20,7,0.10893,0.44514,-1.2405,0.14646,-0.14246,-0.0016471,4,575.46,573.01,576.8,573.44,0.63665,0.21504,0.063884,1
2017::124:12:45:33.30,7,1.9925,0.11503,-0.54679,0.097456,-0.070018,0.00048341,4,567.43,569.15,569.84,569.03,0.66047,0.23245,0.09231,1
2017::124:12:45:33.40,7,1.0327,1.3732,1.3752,-0.0080054,0.023726,0.0047445,4,559.18,567.76,561.24,566.81,0.67389,0.24121,0.116,1
2017::124:12:45:33.50,7,0.32582,-0.55009,-0.26589,-0.14223,0.059945,-0.026148,4,581.56,542.57,582.72,543.85,0.68257,0.23937,0.15006,1
2017::124:12:45:33.59,7,0.0027196,-0.76801,0.35974,-0.13903,0.13451,-0.011234,4,565.9,548.05,565.56,548.16,0.68553,0.23021,0.17898,1
2017::124:12:45:33.70,7,0.16086,0.53861,0.0059195,-0.13797,0.13345,0.0015487,4,555.11,557.47,555.89,557.6,0.68711,0.22109,0.20032,1
2017::124:12:45:33.80,7,0.17322,0.048814,1.3405,-0.17845,0.13984,-0.0027124,4,561.34,557.79,561.75,557.61,0.68026,0.20468,0.21468,1
2017::124:12:45:33.90,7,0.71556,0.34538,1.181,-0.19975,0.12066,-0.0037776,4,565.66,559.58,564.37,560.01,0.67584,0.1878,0.21977,1
2017::124:12:45:34.00,7,-0.30357,-0.3398,1.1278,-0.12092,0.073793,0.0058097,4,559.78,566.89,557.55,567.02,0.67473,0.17791,0.21526,1
2017::124:12:45:34.09,7,0.15035,0.48581,0.35402,-0.036768,-0.0039713,0.0090055,4,561.53,574.09,560.29,574,0.67453,0.16918,0.19825,1
2017::124:12:45:34.20,7,-0.3868,-0.89122,-0.12,0.010104,-0.065757,-0.0037776,4,580.29,575.41,580.66,575.71,0.67664,0.16638,0.17366,1
2017::124:12:45:34.30,7,0.41465,-0.044366,0.61574,0.037801,-0.054039,0.0079403,4,577.26,587.97,575.98,588.38,0.67704,0.16255,0.15357,1
2017::124:12:45:34.40,7,0.16003,-1.5815,-0.081197,0.11983,-0.062561,0.0079403,4,579.78,590.72,579.52,591.18,0.67865,0.16413,0.13079,1
2017::124:12:45:34.50,7,1.1404,0.62696,0.29913,0.16457,-0.031668,0.02605,4,566.15,605.95,567.39,605.01,0.67729,0.16206,0.11012,1
2017::124:12:45:34.59,7,-0.35893,-0.50584,-0.86531,0.058041,-0.03806,-0.021887,4,603.07,571.01,604.48,571.96,0.67459,0.15907,0.10212,1
2017::124:12:45:34.70,7,-0.60233,-0.54367,0.19596,0.0079735,0.034378,-0.0123,4,596.69,578.08,596.63,578.46,0.66902,0.15264,0.098966,1
2017::124:12:45:34.80,7,0.94533,0.48382,0.19882,0.021822,0.074858,0.022854,4,566.3,602.2,567.47,600.1,0.66361,0.14623,0.098382,1
2017::124:12:45:34.90,7,0.89691,0.22369,-0.41412,-0.11027,0.056749,-0.0059082,4,584.58,577.2,585.96,577.16,0.65731,0.13702,0.10276,1
2017::124:12:45:35.00,7,-0.098303,0.20428,2.2203,-0.14542,0.084446,0.0036792,4,575.66,582.43,576.22,582.25,0.65186,0.12564,0.10725,1
2017::124:12:45:35.09,7,-0.087083,-0.82977,0.19331,-0.17419,0.075924,-0.011234,4,587.27,570.57,586.23,570.57,0.64491,0.11417,0.11141,1
2017::124:12:45:35.20,7,-1.0064,-0.63579,0.52516,-0.086835,0.047161,0.013267,4,564.96,582.3,561.91,582.38,0.64293,0.10893,0.10877,1
2017::124:12:45:35.30,7,-0.032777,-0.39616,0.57558,0.052715,-0.052973,0.0026139,4,571.59,574.68,570.81,575.08,0.64321,0.10924,0.098929,1
2017::124:12:45:35.40,7,-0.073497,-0.11503,0.67,0.12941,-0.062561,0.017528,4,564.61,590.16,563.52,589.69,0.64316,0.11207,0.08405,1
2017::124:12:45:35.50,7,1.603,0.6647,1.145,0.17948,-0.076409,0.023919,4,562.22,599.12,563.83,598.95,0.64474,0.1151,0.07182,1
2017::124:12:45:35.59,7,-0.19143,0.96688,-0.057277,0.11237,-0.049778,-0.0080387,4,592.02,580.05,592.19,580.44,0.64504,0.11779,0.064389,1
2017::124:12:45:35.70,7,1.7602,1.2837,-0.27776,0.14539,-0.0018407,0.021789,4,566.4,599.44,566.94,598.84,0.64438,0.12026,0.059355,1
2017::124:12:45:35.80,7,1.1281,0.49865,-0.93406,0.056976,0.018399,-0.0080387,4,589.2,578.71,590.84,578.77,0.64471,0.12028,0.061851,1
2017::124:12:45:35.90,7,-0.0084078,0.35616,0.35234,-0.0016139,0.10042,0.015397,4,568.88,592.72,569.3,591.67,0.64024,0.11427,0.071375,1
2017::124:12:45:36.00,7,-1.0494,0.5637,-1.7293,-0.098553,0.033313,-0.031475,4,600.66,554.57,600.88,554.25,0.63772,0.1063,0.076154,1
2017::124:12:45:36.09,7,0.5517,-0.071209,0.25592,-0.13158,0.0045509,-0.0027124,4,578.35,574.54,577.93,574.06,0.63614,0.098586,0.078564,1
2017::124:12:45:36.20,7,-0.37257,0.39496,0.11477,-0.13051,-0.031668,-0.0016471,4,578.24,576.13,578.36,576.25,0.63519,0.088591,0.078623,1
2017::124:12:45:36.30,7,-0.42175,0.69075,1.3891,-0.1124,-0.026342,0.0090055,4,571.44,585.02,571.03,585.13,0.63611,0.078899,0.076414,1
2017::124:12:45:36.40,7,-0.716,-1.2471,-1.293,-0.071921,-0.048712,-0.011234,4,587.86,569.05,586.71,570.82,0.63454,0.073811,0.073855,1
2017::124:12:45:36.50,7,1.5206,-0.0017796,-0.006916,0.056976,-0.029538,0.017528,4,562.83,588.7,563.06,589.36,0.63238,0.071129,0.071213,1
2017::124:12:45:36.59,7,1.1174,0.73549,1.1905,0.11557,0.0429,0.02605,4,558.96,597.13,558.04,596.77,0.62965,0.070812,0.070939,1
2017::124:12:45:36.70,7,-1.0213,0.33095,-0.34462,0.1422,0.019465,0.0047445,4,574.16,582.8,575.24,581.47,0.62785,0.070602,0.070759,1
2017::124:12:45:36.80,7,-0.049275,-0.54228,-0.61524,0.060171,0.032248,0.006875,4,570.27,581.46,571.28,580.75,0.624,0.070127,0.072789,1
2017::124:12:45:36.90,7,-0.057269,0.30243,0.49123,0.019691,0.043966,0.0036792,4,574.32,579.69,574.2,579.52,0.62166,0.069856,0.072547,1
2017::124:12:45:37.00,7,-0.56758,0.31415,-0.17232,0.043127,0.030117,0.010071,4,569.12,583.73,568.65,583.1,0.61792,0.067055,0.069794,1
2017::124:12:45:37.09,7,-0.90539,1.3587,-0.33042,0.031409,-0.0082323,0.0058097,4,574.04,583.12,574.29,581.72,0.61565,0.064464,0.064826,1
2017::124:12:45:37.20,7,1.5272,0.71284,-0.0118,-0.057008,-0.033799,0.011136,4,571.79,589.7,573.58,589.28,0.61229,0.057018,0.059837,1
2017::124:12:45:37.30,7,0.69801,0.040621,0.9918,-0.13371,0.016269,0.0079403,4,577.9,590.1,577.98,590.32,0.61064,0.052103,0.062103,1
2017::124:12:45:37.40,7,0.55677,1.2124,-0.59386,-0.10921,0.033313,-0.00058185,4,583.67,582.43,582.47,582.74,0.60522,0.049261,0.06399,1
2017::124:12:45:37.50,7,0.75662,0.34881,0.89574,-0.037833,0.019465,0.010071,4,573.32,588.93,572.95,589.27,0.60389,0.046808,0.063885,1
2017::124:12:45:37.59,7,-0.023251,0.20348,-0.024078,-0.022919,0.025856,-0.019757,4,595.05,565.71,594.55,566.66,0.5997,0.046417,0.070476,1
2017::124:12:45:37.70,7,-1.4401,-0.36454,-0.59212,0.028214,0.013073,-0.018691,4,592.1,562.93,590.6,563.53,0.60074,0.05113,0.072873,1
2017::124:12:45:37.80,7,1.7917,0.50461,1.0941,0.13048,0.0077467,0.024984,4,556.75,593.33,556.04,592.32,0.59739,0.057766,0.07244,1
2017::124:12:45:37.90,7,-0.94315,-1.5924,-1.5569,0.082542,-0.059365,-0.020822,4,592.52,561.54,593.1,561.56,0.59688,0.062384,0.067715,1
2017::124:12:45:38.00,7,1.2771,0.7084,0.45754,0.068694,-0.032733,0.0058097,4,572.79,581.37,573.06,580.77,0.59663,0.069313,0.065307,1
2017::124:12:45:38.09,7,0.61094,-0.92724,-0.68469,0.051649,-0.03806,0.0058097,4,572.86,581.48,573.46,580.88,0.59561,0.073857,0.060558,1
2017::124:12:45:38.20,7,-0.37184,0.65085,0.14635,0.020757,-0.013559,0.016462,4,566.43,592.61,567.99,592.12,0.59485,0.076065,0.060465,1
2017::124:12:45:38.30,7,1.3446,1.3859,1.5618,-0.028245,0.06314,0.030311,4,557.13,603.22,558,602.48,0.5906,0.077763,0.062341,1
2017::124:12:45:38.40,7,-1.3308,-0.096629,-1.6283,-0.083639,0.037574,-0.022952,4,595.1,558.92,594.03,559.78,0.58791,0.079611,0.066593,1
2017::124:12:45:38.50,7,0.70502,1.4644,0.36651,-0.021854,0.037574,0.014332,4,564.72,585.67,564.56,585.29,0.58693,0.079475,0.066496,1
2017::124:12:45:38.59,7,0.21433,0.99099,1.4896,-0.0090707,0.026921,0.0090055,4,571.03,585.13,571.63,585.07,0.58453,0.08366,0.066192,1
2017::124:12:45:38.70,7,-1.3339,-0.061517,-0.26142,-0.046355,0.025856,-0.020822,4,594.54,562.16,593.03,563.26,0.57981,0.085167,0.067917,1
2017::124:12:45:38.80,7,0.022432,-0.13996,-0.5133,0.049519,-0.0061018,0.00048341,4,576.96,577.16,576.37,577.09,0.58074,0.08759,0.065748,1
2017::124:12:45:38.90,7,-1.4979,-2.1296,-1.5932,0.023952,-0.073213,-0.046388,4,611.69,541,611.5,543.21,0.5805,0.092113,0.061202,1
2017::124:12:45:39.00,7,1.153,0.1856,0.39972,0.10704,-0.0082323,0.024984,4,562.21,601.42,563.55,599.76,0.58167,0.094654,0.054586,1
2017::124:12:45:39.09,7,-1.0915,0.34084,-0.10538,-0.019723,-0.027407,-0.018691,4,595.11,567.12,595.22,567.96,0.58143,0.096867,0.054538,1
2017::124:12:45:39.20,7,0.33679,1.4675,1.3724,0.012235,0.0098772,0.023919,4,561.25,596.95,560.86,594.71,0.58451,0.095164,0.052572,1
2017::124:12:45:39.30,7,-2.4114,-0.49228,0.16306,-0.068726,-0.06043,-0.00058185,4,580.21,580.07,581.34,580.42,0.58523,0.095285,0.052626,1
2017::124:12:45:39.40,7,-0.017811,-0.78769,0.82895,-0.10708,-0.021015,-0.015496,4,591.08,566.72,590.58,568.56,0.58644,0.093186,0.054995,1
2017::124:12:45:39.50,7,0.65049,0.20046,-0.51705,-0.034637,0.012008,-0.0059082,4,582.53,573.15,581.82,573.45,0.58596,0.093107,0.054957,1
2017::124:12:45:39.59,7,-0.09271,-0.42608,-0.47395,0.021822,-0.0092976,0.00048341,4,577.31,577.36,576.78,578.27,0.5862,0.093147,0.054976,1
2017::124:12:45:39.70,7,-0.27225,-0.33992,-0.67988,0.078281,-0.028472,-0.018691,4,590.12,560.91,589.58,561.23,0.585,0.092948,0.05488,1
2017::124:12:45:39.80,7,-2.4872,-0.75137,-0.58171,0.045258,-0.059365,-0.027213,4,596.23,555.47,596.88,555.96,0.58379,0.092807,0.050306,1
2017::124:12:45:39.90,7,-0.54271,-0.22114,0.24928,0.016496,-0.01995,-0.00058185,4,579.83,580.91,582.11,580.28,0.58331,0.090466,0.050298,1
2017::124:12:45:40.00,7,1.0609,0.74418,0.33313,-0.053812,0.029052,0.006875,4,573.85,583.84,573.89,583.75,0.57977,0.08765,0.050069,1
2017::124:12:45:40.09,7,0.79001,1.2468,1.217,-0.02505,0.066336,0.031376,4,552.15,598.99,551.76,597.85,0.5763,0.082615,0.052084,1
2017::124:12:45:40.20,7,0.28909,1.2092,0.76905,-0.031441,0.0429,0.023919,4,559.5,595.47,559.01,594.81,0.57266,0.077639,0.051856,1
2017::124:12:45:40.30,7,0.19679,-1.4782,0.05769,-0.038898,0.0002898,-0.011234,4,585.28,567.96,585.05,568.97,0.57109,0.075228,0.049562,1
2017::124:12:45:40.40,7,-0.38048,-0.62427,-0.86441,-0.031441,0.0088119,-0.022952,4,593.44,557.14,592.13,558.59,0.56695,0.072132,0.075476,1
2017::124:12:45:40.50,7,-0.31358,0.8565,-1.1256,0.046323,0.0088119,0.0036792,4,564.05,568.86,563.61,568.68,0.56419,0.069119,0.10125,1
2017::124:12:45:40.59,7,-0.68556,-0.88771,-0.60353,0.037801,-0.042321,-0.017626,4,573.19,546.24,573.2,546.14,0.56295,0.066422,0.11844,1
2017::124:12:45:40.70,7,0.29414,0.47544,0.79545,0.039931,-0.055104,0.014332,4,548.13,568.56,548.01,568.27,0.56126,0.061692,0.12903,1
2017::124:12:45:40.80,7,-0.57019,-0.17778,-0.19856,0.0090388,-0.072148,-0.010169,4,568.85,552.8,569,552.57,0.56083,0.057242,0.13553,1
2017::124:12:45:40.90,7,-0.86795,-0.1401,-0.70193,-0.02505,-0.076409,-0.01443,4,576.88,555,577.58,556,0.55726,0.052652,0.13481,1
2017::124:12:45:41.00,7,0.16985,-0.54642,1.1153,-0.026115,-0.0050365,0.0058097,4,565.62,575.26,567.13,575.74,0.55234,0.043783,0.13598,1
2017::124:12:45:41.09,7,0.96317,1.4763,1.2282,-0.018658,0.10149,0.031376,4,549.05,596.79,549.5,595.66,0.54483,0.03488,0.13857,1
2017::124:12:45:41.20,7,-0.34295,0.37758,-0.22257,-0.044224,0.12812,0.019658,4,558.61,589.32,559.26,589.26,0.53988,0.0284,0.14163,1
2017::124:12:45:41.30,7,1.4799,1.3024,1.1302,-0.030376,0.17819,0.034572,4,546.89,600.7,546.73,598.42,0.53199,0.019958,0.1418,1
2017::124:12:45:41.40,7,0.90979,1.1448,1.8612,-0.054877,0.099359,0.012201,4,566.22,584.36,564.38,583.5,0.52722,0.013854,0.13858,1
2017::124:12:45:41.50,7,-1.5425,-0.22979,0.6648,-0.02505,0.0034856,0.0015487,4,574.54,576.2,572.93,575.86,0.52739,0.0099448,0.12844,1
2017::124:12:45:41.59,7,-1.1277,0.24592,0.99153,0.049519,-0.071083,0.019658,4,561.58,591.22,560.58,589.65,0.53037,0.0080563,0.11271,1
2017::124:12:45:41.70,7,-0.84244,-0.88009,-0.81452,0.021822,-0.184,-0.021887,4,596.31,562.71,596.18,564.03,0.53631,0.0082079,0.093125,1
2017::124:12:45:41.80,7,-0.11338,-0.79889,-1.1639,0.065498,-0.14459,-0.0069734,4,589.41,579.56,590.59,580.75,0.53946,0.008287,0.081087,1
2017::124:12:45:41.90,7,0.96639,1.2731,0.013254,0.10278,-0.041256,0.018593,4,569.43,598.4,571.08,598.5,0.54021,0.010395,0.072809,1
2017::124:12:45:42.00,7,1.2964,0.82754,-0.44689,0.061237,0.04077,0.013267,4,574.06,594.21,574.88,594.58,0.53816,0.010354,0.072562,1
2017::124:12:45:42.09,7,-0.12209,-0.82893,-1.1669,0.030344,0.059945,-0.024018,4,596.16,559.51,596.31,560.37,0.53595,0.0082396,0.076453,1
2017::124:12:45:42.20,7,-0.33051,-0.68243,0.61573,0.019691,0.091903,0.00048341,4,574.22,574.9,574.13,574.18,0.53232,0.0061331,0.078052,1
2017::124:12:45:42.30,7,-0.67736,-0.90744,0.47202,-0.0058749,0.062075,0.00048341,4,574.51,575.79,575.04,575.34,0.53036,0.0020355,0.079851,1
2017::124:12:45:42.40,7,-1.6843,0.063231,-0.29968,-0.072987,0.026921,-0.024018,4,595.68,560.56,595.9,560.28,0.52703,-0.0040465,0.077352,1
2017::124:12:45:42.50,7,-0.077396,-2.0426,0.63399,-0.12092,-0.023146,-0.022952,4,594.52,559.37,593.41,559.46,0.5286,-0.012196,0.071403,1
2017::124:12:45:42.59,7,-0.76984,1.3066,0.33992,-0.079378,-0.06043,0.0058097,4,572.01,580.62,571.95,580.18,0.53143,-0.018428,0.063493,1
2017::124:12:45:42.70,7,0.31088,-0.23457,-0.071664,-0.063399,-0.054039,0.012201,4,570.8,589.83,571.18,590.2,0.53287,-0.024678,0.055367,1
2017::124:12:45:42.80,7,1.0954,-0.05759,0.5032,-0.046355,-0.024211,0.0015487,4,581.11,583.19,580.38,584,0.53485,-0.026856,0.051394,1
2017::124:12:45:42.90,7,0.069276,-1.3671,0.20137,-0.00054859,-0.018885,-0.0059082,4,587.64,578.78,587.46,579.35,0.53613,-0.029003,0.049413,1
2017::124:12:45:43.00,7,-1.0729,-1.1888,-1.1806,0.016496,-0.025277,-0.015496,4,591.76,567.47,591.46,568.64,0.53723,-0.029089,0.043261,1
2017::124:12:45:43.09,7,0.19475,1.543,0.4073,0.081477,0.010942,0.019658,4,564.77,593.86,564.42,593.15,0.53871,-0.025057,0.01,1
2017::124:12:45:43.20,7,0.3886,-0.87411,0.28026,0.05378,0.0056161,-0.0048429,4,589,580.85,588.44,581.82,0.53927,-0.022957,-0.019236,1
2017::124:12:45:43.30,7,1.0242,-0.48668,-1.0177,0.078281,0.016269,-0.010169,4,598.72,584.44,599.34,584.29,0.53834,-0.020769,-0.040037,1
2017::124:12:45:43.40,7,0.80634,0.35184,-0.32306,0.051649,0.049292,0.010071,4,587.07,602.89,586.89,601.6,0.53853,0.0082721,-0.060959,1
2017::124:12:45:43.50,7,-0.80542,-0.47681,-0.89307,0.0133,-0.00077546,-0.0037776,4,597.73,590.15,595.62,591.35,0.53894,0.041195,-0.077454,1
2017::124:12:45:43.59,7,-1.1751,0.64168,0.024257,0.15072,-0.016754,0.0090055,4,585.85,598.19,585,598.17,0.53887,0.067725,-0.087313,1
2017::124:12:45:43.70,7,0.48825,1.2529,0.55107,0.21357,-0.022081,0.021789,4,572.75,605.91,573.65,604.84,0.54,0.094247,-0.09703,1
2017::124:12:45:43.80,7,-1.5888,0.77393,-1.2933,0.11663,-0.036994,-0.018691,4,603.47,576.25,605.1,576.19,0.54002,0.11455,-0.10027,1
2017::124:12:45:43.90,7,-0.86659,0.67158,-0.2395,0.022887,0.0013551,-0.011234,4,593.48,577.05,594.45,576.46,0.53995,0.12896,-0.097528,1
2017::124:12:45:44.00,7,-1.7681,0.22487,-0.78787,-0.061269,-0.010363,-0.010169,4,590.86,575.1,591.25,574.42,0.53909,0.14124,-0.092681,1
2017::124:12:45:44.10,7,0.066211,2.87,1.0705,-0.08577,-0.0082323,0.024984,4,561.94,599.34,562.78,597.98,0.5374,0.14724,-0.086021,1
2017::124:12:45:44.20,7,-0.023565,1.4545,0.061972,-0.14116,-0.013559,0.019658,4,566.33,595.21,566.4,594.96,0.53603,0.14717,-0.079782,1
2017::124:12:45:44.30,7,-1.0013,0.017782,-0.3621,-0.14969,0.0088119,0.0036792,4,577.42,584.18,578.47,584.41,0.53424,0.14724,-0.067541,1
2017::124:12:45:44.40,7,-0.435,-1.102,-0.46494,-0.17206,0.035444,-0.016561,4,592.35,567.54,591.94,568.98,0.53087,0.1427,-0.05532,1
2017::124:12:45:44.50,7,-1.2091,0.20855,-0.4477,-0.11773,0.052488,-0.025083,4,598.95,561.29,598.21,563.04,0.52812,0.14031,-0.043211,1
2017::124:12:45:44.60,7,0.21418,-0.20023,-0.026137,-0.0080054,0.082315,0.0036792,4,575.22,580.1,573.77,580.18,0.52594,0.13597,-0.031294,1
2017::124:12:45:44.70,7,0.203,0.37032,0.79977,0.078281,0.034378,0.011136,4,564.25,580.9,563.31,579.65,0.5247,0.13171,-0.025379,1
2017::124:12:45:44.80,7,0.013555,-0.29543,0.90285,0.081477,-0.044451,0.0015487,4,572.25,573.85,571.6,573.13,0.52573,0.12995,-0.025486,1
2017::124:12:45:44.90,7,-0.35386,0.95134,0.23493,0.049519,-0.08067,0.0015487,4,575.11,578.49,575.87,577.55,0.52851,0.12654,-0.027736,1
2017::124:12:45:45.00,7,0.15536,0.86205,1.1977,-0.013332,-0.06043,0.0015487,4,578.85,581.27,578.99,581.33,0.52955,0.12275,-0.025889,1
2017::124:12:45:45.10,7,1.0403,0.82248,0.45955,-0.029311,-0.013559,0.015397,4,568.81,592.38,569.66,592.33,0.53059,0.11691,-0.022053,1
2017::124:12:45:45.20,7,-0.18728,0.10698,-0.91274,-0.060203,0.02266,-0.00058185,4,581.74,582.25,582.35,582.15,0.53235,0.1133,-0.014164,1
2017::124:12:45:45.30,7,-0.85363,-0.81592,-0.76397,-0.080443,0.027987,-0.013365,4,592.08,572.47,592.03,573.42,0.53269,0.10729,-0.0021202,1
2017::124:12:45:45.40,7,-0.6641,-0.6095,-0.059628,-0.034637,0.069532,0.0026139,4,575.97,580.24,575.19,580.19,0.53394,0.10344,0.0059436,1
2017::124:12:45:45.50,7,-0.098036,-0.76068,-0.50044,-0.012267,0.013073,-0.015496,4,588.69,565.67,588.43,566.37,0.53522,0.10162,0.016104,1
2017::124:12:45:45.60,7,-1.1914,-0.46028,0.83591,0.021822,0.0098772,0.0036792,4,574.39,579.91,573.55,579.49,0.53834,0.10013,0.022292,1
2017::124:12:45:45.70,7,-0.392,0.15096,0.048057,0.052715,-0.03806,0.0026139,4,575.99,580.55,576.5,580.68,0.54191,0.10079,0.026502,1
2017::124:12:45:45.80,7,-0.38185,-0.02559,-1.2595,0.025018,-0.054039,-0.020822,4,593.4,561.7,593.41,563.12,0.5471,0.099646,0.030849,1
2017::124:12:45:45.90,7,-0.68116,-0.48342,1.0948,0.083607,-0.002906,0.013267,4,565.37,584.15,564.57,583.38,0.55126,0.10039,0.035215,1
2017::124:12:45:46.00,7,0.085358,-0.15451,0.34269,0.083607,-0.051908,0.0036792,4,574.52,579.28,574.56,579.17,0.55509,0.098968,0.035416,1
2017::124:12:45:46.10,7,-2.0337,-1.0513,-1.5881,0.046323,-0.065757,-0.022952,4,594.45,560.55,595.96,561.47,0.55964,0.09762,0.037788,1
2017::124:12:45:46.20,7,-0.69937,0.96964,-0.23752,0.0090388,0.02053,0.0047445,4,575.75,585.06,577.87,584.31,0.56218,0.093654,0.044409,1
2017::124:12:45:46.30,7,0.64436,0.30989,-0.56284,-0.083639,0.056749,0.0036792,4,574.23,579.45,573.45,578.64,0.56519,0.087502,0.053334,1
2017::124:12:45:46.40,7,-0.6542,0.032153,-0.086035,-0.083639,0.0034856,-0.0048429,4,579.75,572.88,579.85,572.98,0.56889,0.079234,0.058108,1
2017::124:12:45:46.50,7,1.3969,1.1712,0.62291,-0.023984,0.016269,0.030311,4,553.02,597.45,551.77,596.66,0.57267,0.070914,0.058543,1
2017::124:12:45:46.60,7,-0.68375,-0.36792,0.71129,-0.036768,-0.063626,-0.019757,4,590.94,562.26,592,563.14,0.57447,0.064475,0.058773,1
2017::124:12:45:46.70,7,0.67815,0.78527,0.78299,-0.028245,0.0077467,0.0058097,4,575.55,583.31,574.51,583.91,0.57697,0.042418,0.061417,1
2017::124:12:45:46.80,7,0.61636,0.31651,-0.057622,0.018626,0.033313,0.014332,4,567.92,590.82,569.39,590.17,0.57765,0.0022335,0.066119,1
2017::124:12:45:46.90,7,-0.90613,0.30014,-0.16988,-0.078313,0.048227,-0.0037776,4,580.87,576.2,581.43,574.69,0.57812,-0.031269,0.070564,1
2017::124:12:45:47.00,7,0.60004,0.41481,1.2577,-0.11453,0.030117,0.022854,4,560.56,594.42,560.44,594.28,0.58002,-0.069475,0.070399,1
2017::124:12:45:47.10,7,0.34889,-0.2575,0.54635,-0.10068,0.049292,0.022854,4,561.33,595.67,560.99,594.76,0.57985,-0.10302,0.072048,1
2017::124:12:45:47.20,7,-0.1937,-1.1786,-1.0703,-0.13264,-0.010363,-0.013365,4,587.37,567.1,587.03,568.07,0.58344,-0.12852,0.069688,1
2017::124:12:45:47.30,7,0.27472,-1.5939,1.1643,-0.052747,-0.0018407,0.0079403,4,571.49,581.07,569.2,581.58,0.5866,-0.15199,0.067256,1
2017::124:12:45:47.40,7,0.34711,-1.0631,0.093694,0.065498,-0.061496,0.0047445,4,574.27,580.13,573.39,580.7,0.59028,-0.16909,0.062802,1
2017::124:12:45:47.50,7,-0.38612,-0.34929,-0.11989,0.13581,-0.084931,-0.0027124,4,579.64,575.69,580.03,575.93,0.59326,-0.17693,0.060696,1
2017::124:12:45:47.60,7,0.56772,-0.60727,-0.12102,0.14113,-0.071083,-0.0037776,4,582.4,576.69,583.31,577.19,0.59326,-0.18619,0.058267,1
2017::124:12:45:47.70,7,0.53345,-1.5938,-0.33983,0.11237,-0.022081,-0.0123,4,590.23,572.43,591.48,572.71,0.59304,-0.19064,0.060321,1
2017::124:12:45:47.80,7,0.11218,-0.39759,-0.646,0.051649,0.037574,-0.011234,4,587.15,570.27,588.17,570.9,0.59262,-0.19487,0.066704,1
2017::124:12:45:47.90,7,0.26275,0.53871,-0.036555,0.027148,0.10362,0.0058097,4,573.05,582.39,573.24,581.86,0.58803,-0.19986,0.072506,1
2017::124:12:45:48.00,7,0.49061,-0.31261,-0.023751,-0.033572,0.070597,-0.022952,4,591.85,558.45,592.67,558.85,0.58622,-0.20572,0.078487,1
2017::124:12:45:48.10,7,-0.3523,-1.1105,-1.6813,-0.060203,0.091903,-0.009104,4,583.85,570.08,582.64,569.43,0.58459,-0.20952,0.08024,1
2017::124:12:45:48.20,7,0.1169,-0.21809,1.4269,-0.018658,0.049292,0.024984,4,556.41,593.82,555.36,592.16,0.58481,-0.21197,0.078047,1
2017::124:12:45:48.30,7,-0.14668,0.91243,0.040307,-0.028245,-0.049778,-0.0037776,4,577.89,570.71,576.45,570.84,0.58733,-0.21559,0.069727,1
2017::124:12:45:48.40,7,-0.42861,-1.1137,-0.50764,0.0015819,-0.094519,-0.0037776,4,580.95,576.74,582.49,577.08,0.61708,-0.21771,0.064164,1
2017::124:12:45:48.50,7,0.021657,0.89067,1.739,0.0133,-0.027407,0.029246,4,562.2,607.18,561.33,605.62,0.65514,-0.21669,0.055962,1
2017::124:12:45:48.60,7,-1.1931,-0.49082,-1.4445,-0.023984,-0.17015,-0.028279,4,605.83,562.72,604.04,562.87,0.69254,-0.21363,0.04096,1
2017::124:12:45:48.70,7,-1.1691,-1.6439,-1.0794,0.018626,-0.26177,-0.031475,4,607.95,560.14,607.98,562.19,0.72464,-0.20982,0.029029,1
2017::124:12:45:48.80,7,1.3345,-1.5301,-0.9393,0.097456,-0.18613,0.0015487,4,585.34,587.83,586.55,589.32,0.75648,-0.20454,0.021426,1
2017::124:12:45:48.90,7,0.46928,-0.44003,0.2017,0.11343,-0.076409,-0.009104,4,593.45,580.47,595.05,581.84,0.7805,-0.19893,0.02777,1
